hour,node_id,load,temp,storm_active,failed_in_next_hour
11,0,67,36.33679421709809,0,0
12,0,66,37.6732090002281,0,0
13,2,70,40.25079119221629,0,0
14,4,56,39.84371896196041,0,0
15,3,63,31.402973648153278,0,0
16,3,78,17.481561135179483,0,0
17,2,76,24.044013156206955,1,1
18,2,25,23.584368660761072,0,0
19,3,42,18.633471998906465,0,0
20,2,48,18.99270377264968,0,0
21,1,33,18.07235326147246,0,0
22,4,45,23.54562812269387,0,0
23,4,30,16.086388845971,0,0
0,2,44,19.158927765541513,0,0
1,0,43,17.463286133878157,0,0
2,3,43,19.771855476875743,0,0
3,1,33,24.331466861907025,0,0
4,0,37,18.830868162907347,0,0
5,2,41,20.830423994395037,0,0
6,4,47,22.911771731346285,0,0
7,3,26,20.315921828650325,0,0
8,1,72,21.85132230671968,0,0
9,3,52,19.940137731260414,0,0
10,1,66,44.00869545007812,0,0
11,2,52,38.399857797503,0,0
12,2,51,35.24097103136999,0,0
13,1,68,28.280631933372085,1,1
14,1,75,33.98510467993036,0,0
15,1,70,30.46322761578525,0,0
16,2,56,23.344193757990467,0,0
17,4,79,17.51793331504395,0,0
18,0,38,22.594610653590507,0,0
19,0,29,22.507456514178685,0,0
20,4,35,15.735249789165838,0,0
21,1,34,15.451354115680529,0,0
22,1,48,23.091581948599334,0,0
23,0,27,21.682526506436847,0,0
0,3,40,21.026592668687268,0,0
1,1,43,18.765649946718565,0,0
2,3,46,21.947982814569812,0,0
3,1,28,17.07369137873117,0,0
4,0,29,22.902261633205995,0,0
5,0,24,19.511484277083607,0,0
6,2,42,23.53936259557843,0,0
7,2,41,20.880994690668334,0,0
8,0,65,17.657096732061138,0,0
9,3,74,15.09620184804791,0,0
10,4,75,43.428811071305304,0,0
11,1,66,36.66360806672394,0,0
12,4,63,36.799101990036476,0,0
13,2,55,32.73424346866126,0,0
14,0,66,41.63150253379338,0,0
15,3,65,41.14287443288088,0,0
16,0,55,24.758573199492655,0,0
17,2,62,21.492804207078205,0,0
18,2,43,17.114133303701884,0,0
19,0,30,23.883218380598965,1,1
20,3,25,24.136756719065165,0,0
21,1,30,19.59078105214607,0,0
22,2,20,16.265086115989774,0,0
23,1,37,15.93420602534244,0,0
0,4,47,22.33669955431833,0,0
1,1,31,20.885482994870394,0,0
2,4,27,19.522799883877767,0,0
3,1,45,17.345382453565378,0,0
4,4,37,22.859749550089273,0,0
5,0,33,22.374539495633847,0,0
6,2,36,24.546815729885264,0,0
7,0,29,17.320490375316997,0,0
8,1,69,16.171016742722365,0,0
9,2,56,15.845203236069027,0,0
10,0,79,43.38686716658655,0,0
11,4,52,44.43396758724112,0,0
12,1,52,44.441319041560114,0,0
13,1,66,34.674656136420694,0,0
14,2,76,34.19437361330313,0,0
15,0,69,31.18845739735508,0,0
16,2,53,18.48016877829775,0,0
17,3,52,20.246120559735576,0,0
18,0,37,24.653983139330645,0,0
19,2,37,17.739294424653668,0,0
20,3,47,24.315271660218045,0,0
21,2,45,24.767697301998943,0,0
22,3,40,16.250485769743005,0,0
23,1,31,19.534506960059026,0,0
0,4,45,24.016063670090553,0,0
1,1,24,22.34350036452498,0,0
2,0,21,22.668658426335703,0,0
3,4,30,16.66337946275117,0,0
4,3,41,23.863500884371177,0,0
5,0,28,23.023881911032085,0,0
6,3,38,24.93508548803326,0,0
7,3,31,24.98643959808229,0,0
8,1,57,16.467502934390797,0,0
9,1,77,23.00971720281837,0,0
10,1,61,29.823090184780554,0,0
11,4,64,30.829771638061743,0,0
12,4,51,31.98870380757368,0,0
13,4,58,28.407972623076404,0,0
14,4,64,39.253061236212886,0,0
15,4,70,41.54836207916077,0,0
16,2,62,15.588667661708287,0,0
17,1,68,19.953658853445955,0,0
18,0,22,16.811759718377438,0,0
19,4,25,21.59196429096361,1,0
20,3,30,19.989003282856636,0,0
21,0,24,16.357238218113377,0,0
22,3,39,22.06143191607734,0,0
23,1,43,24.299158622575337,0,0
0,3,26,20.81054724203692,0,0
1,3,20,17.919531349755466,0,0
2,4,34,19.102403423188218,0,0
3,2,49,23.30988068531087,0,0
4,1,42,17.393058511423927,0,0
5,4,32,16.119734137717884,0,0
6,1,20,15.7077285351198,0,0
7,4,48,16.65988311717817,0,0
8,2,76,23.734542131984405,0,0
9,0,70,23.130889977950968,0,0
10,2,50,34.26267461392256,0,0
11,4,74,36.62175021995921,0,0
12,1,75,27.06677430996965,0,0
13,1,79,44.16920697848485,0,0
14,4,54,38.49403856491843,0,0
15,4,67,27.176107298823588,0,0
16,0,64,24.75788685735043,0,0
17,0,64,16.28922294683022,0,0
18,1,45,23.32333794380081,0,0
19,3,20,15.108566020009578,0,0
20,3,49,19.54582064907447,0,0
21,1,37,18.135245794617184,0,0
22,3,49,21.50853090850268,0,0
23,3,37,22.698120223396877,0,0
0,0,22,20.325749614277576,0,0
1,3,47,24.99559543552326,0,0
2,2,38,22.44703713862231,0,0
3,3,40,16.935232022237155,0,0
4,0,24,21.410882650287874,0,0
5,2,30,15.959727582294201,1,0
6,3,29,19.272458828454177,0,0
7,1,40,16.332010417455333,0,0
8,1,63,18.220499674350094,0,0
9,4,62,16.93359877976234,0,0
10,4,60,30.258567084437555,0,0
11,4,76,38.43332007066698,0,0
12,3,78,25.180368036653157,0,0
13,3,68,38.260068287797026,0,0
14,1,58,26.652808161714646,0,1
15,4,55,27.976238339815392,0,0
16,0,73,24.966598737734152,0,0
17,2,75,17.453663669982966,1,1
18,1,45,22.368668156079792,0,0
19,0,34,23.41246894169711,0,0
20,0,37,21.104930691101334,0,0
21,2,49,20.673548828704654,0,0
22,3,29,23.849841067463057,0,0
23,0,45,22.817407487153133,0,0
0,3,34,24.914414192409893,0,0
1,2,23,22.490371340387657,0,0
2,3,23,16.33006290856356,0,0
3,1,46,21.949606444444253,0,0
4,2,49,22.59455872725453,0,0
5,3,45,19.558853983984125,0,0
6,1,33,23.38921181141311,0,0
7,3,28,18.360631941256692,0,0
8,3,55,17.685946516788324,0,0
9,4,67,19.655213579308647,0,0
10,2,67,27.522792448409408,0,0
11,0,60,38.57217232887285,0,0
12,1,64,26.346254935489604,0,0
13,1,65,31.808527256300913,0,0
14,3,59,28.290325031450703,0,0
15,2,68,26.94233174431273,0,0
16,1,65,15.967308806019215,1,0
17,4,77,24.592501415424124,0,0
18,0,25,22.66081350938603,1,0
19,1,31,15.743545574546985,0,0
20,2,39,23.582920325651614,0,0
21,1,40,17.880731706241225,0,0
22,3,23,19.43513242901126,0,0
23,4,29,24.79396041138325,0,0
0,2,29,19.40499356686186,0,0
1,1,28,15.172479564391104,1,0
2,4,24,23.647332339717828,0,0
3,3,23,18.58748971208138,0,0
4,1,34,24.272361942066404,0,0
5,1,42,17.859770590595293,0,0
6,3,21,22.76825500254884,1,0
7,4,35,20.801808141385106,0,0
8,1,79,18.462435038299873,0,0
9,3,65,17.30300482217742,0,0
10,3,79,28.165366171195224,0,0
11,2,55,28.92074911714372,0,0
12,2,50,29.426951419543826,0,0
13,3,59,44.424760073101794,0,0
14,1,74,38.98199814738559,0,0
15,4,64,25.982610002165035,1,0
16,0,54,23.94499207745661,0,0
17,1,58,23.07111575743173,1,0
18,3,29,21.92584890662757,0,0
19,1,47,15.461440358434686,0,0
20,0,47,19.114344470842255,0,0
21,0,47,20.718670093477876,0,0
22,0,37,16.194186885734993,0,0
23,1,43,15.614556546630215,1,0
0,2,41,20.08239441586237,0,0
1,2,29,17.62901337948276,0,0
2,1,34,24.93865764534645,0,0
3,1,22,21.78519350901222,0,0
4,4,24,18.457013251326693,0,0
5,0,45,16.005539624499793,0,0
6,2,49,20.70437105377977,0,0
7,3,27,24.95142225583825,0,0
8,0,65,21.03284021615811,0,0
9,0,70,22.10228272266258,0,0
10,2,78,25.21032044473018,0,0
11,4,74,31.158230409478076,0,0
12,0,78,33.670115888620494,0,0
13,1,53,42.200368702296934,0,0
14,1,76,32.631924671936304,0,0
15,0,55,31.596135244642852,0,0
16,4,72,21.39060967200384,1,0
17,1,60,22.33276324687687,0,0
18,1,31,19.696166189756198,0,0
19,0,30,18.90576986262421,0,0
20,3,35,16.614334655751772,0,0
21,3,23,19.085247422875273,0,0
22,0,39,23.86663330336478,0,0
23,3,39,18.075237435061197,0,0
0,1,34,23.509251582584877,0,0
1,2,36,23.64741584713027,0,0
2,3,33,16.13381498726131,0,0
3,4,22,23.675708111683214,0,0
4,0,24,19.4656946663736,0,0
5,1,26,24.48178698550334,0,0
6,4,35,22.122540934576776,0,0
7,4,38,23.4372192664194,0,0
8,2,60,23.192860711404247,0,0
9,3,73,18.581057117028237,0,0
10,3,60,27.514586358134345,0,0
11,4,76,43.83689626400296,0,0
12,2,73,31.125293850131698,0,0
13,3,63,36.038619465946255,1,0
14,0,59,42.65140906797229,0,1
15,3,55,38.99180760298643,0,0
16,0,76,16.653649228562195,0,0
17,1,66,17.484191202585418,0,0
18,0,25,20.119207725705245,0,0
19,3,48,19.912766750279044,0,0
20,2,29,17.195130825432535,0,0
21,3,34,23.84437584952299,0,0
22,4,49,22.811112411103394,0,1
23,0,20,21.689337288351204,1,0
0,3,20,22.958907147073525,0,0
1,2,29,17.635777464181064,0,0
2,2,26,15.233856735482991,0,0
3,0,20,16.274386652459434,0,0
4,1,22,16.436002597245512,0,0
5,0,45,22.16635697252042,0,0
6,1,37,22.96706622396227,0,0
7,2,29,15.51913682227498,0,0
8,2,75,19.053121681798995,0,0
9,4,51,21.428232266895165,0,0
10,2,62,34.6917504871056,0,0
11,1,66,39.70704774571803,0,0
12,2,78,37.23823279961315,0,0
13,0,64,42.87726652366095,0,0
14,1,51,39.86920774358292,0,0
15,2,79,43.461899990826126,0,0
16,2,65,23.026801039746463,0,0
17,2,75,19.425410540112047,0,0
18,3,40,22.255320072825775,0,0
19,1,49,17.01374458770409,0,0
20,1,21,19.54273596313487,0,0
21,2,41,24.152871285650843,0,0
22,1,38,21.902298858747216,0,0
23,2,32,20.23985504667658,0,0
0,1,41,20.222009667487747,0,0
1,4,20,18.562476228038122,0,0
2,4,27,15.277264468826996,0,0
3,4,30,19.62579151599571,0,0
4,3,29,17.505412261167173,0,0
5,3,37,18.44551860813678,0,0
6,1,28,18.541464815935843,0,0
7,1,44,17.956300577993098,0,0
8,2,56,16.856013002062934,0,0
9,2,52,18.900490637397404,0,0
10,0,75,27.069364648615984,0,0
11,1,76,40.23764955199313,0,0
12,2,76,32.29216608344912,0,0
13,0,69,37.15757336655391,0,0
14,3,51,27.79480594051636,0,0
15,0,70,42.275779549599214,0,0
16,1,78,16.081455144148812,0,0
17,1,57,20.652940383772965,0,0
18,0,49,18.056834972964705,0,0
19,3,25,20.98702807725958,0,0
20,3,24,22.43918363241149,0,0
21,3,31,20.583131936789805,0,0
22,4,20,21.900833889016727,0,0
23,2,39,16.638819796895167,0,0
0,1,47,21.548009137160438,0,0
1,0,27,24.50394409776343,0,0
2,4,27,19.795679332135244,1,0
3,2,37,21.118015999573593,1,0
4,3,21,18.80104734919888,0,0
5,1,29,19.338316774765698,0,0
6,0,21,22.89823158657586,0,0
7,0,40,20.122401068665145,0,0
8,1,52,22.966162757121463,0,0
9,2,63,19.68342282460892,0,0
10,1,67,34.19367743482569,0,0
11,0,76,29.018934161644705,0,0
12,1,67,34.31098108327072,0,0
13,4,69,43.093594331956,0,0
14,4,76,29.26548511277552,0,0
15,1,65,31.336496902717066,0,0
16,1,77,24.299053751621784,0,0
17,2,51,17.61560228855529,0,0
18,1,46,20.4765515814613,0,0
19,3,42,18.800057100863672,1,0
20,1,36,15.98640637210236,0,0
21,3,28,18.36517470606814,0,0
22,3,24,18.698161765241128,0,0
23,0,37,16.30630673633733,0,0
0,1,24,17.23144053566741,0,0
1,0,41,15.28828896225094,0,0
2,2,24,16.832376710500572,0,0
3,4,22,23.451880255323214,0,0
4,3,39,21.325249232098766,0,0
5,1,24,15.299532186115263,0,0
6,0,37,22.91773981916017,0,0
7,3,26,16.50946452664116,0,0
8,1,63,18.169088126622352,0,0
9,0,74,17.317520837359137,0,0
10,3,62,38.85593852657862,0,0
11,0,58,39.40964179117986,0,0
12,2,57,34.097696550948726,0,0
13,1,55,35.607522290223244,0,0
14,4,55,25.10301338931075,0,0
15,2,54,34.79860032925122,0,0
16,4,50,23.42840699059874,1,0
17,0,57,18.9877540311267,0,0
18,4,41,24.325371342373458,0,0
19,3,46,17.767964733331176,0,0
20,4,36,19.893824160958182,0,0
21,2,31,17.841786399894897,0,0
22,1,28,19.67484075442105,0,0
23,3,27,20.88465675071393,0,0
0,2,24,22.897633135403403,0,0
1,1,25,20.316256596316357,0,0
2,0,24,20.151126217029528,0,0
3,0,46,20.055457110591867,0,0
4,2,36,18.107224022321553,0,0
5,2,29,19.748914269334524,0,0
6,0,21,16.85264567553749,0,0
7,2,46,16.245838572492552,0,0
8,1,70,21.537936781520997,0,0
9,0,65,17.732827510076966,0,1
10,1,58,26.160224164066214,0,0
11,1,55,30.968080178639546,0,0
12,0,70,38.88394228714981,1,0
13,1,70,34.456023801644434,0,0
14,3,71,38.33527967000031,1,0
15,4,67,37.68353609481189,0,0
16,3,70,19.434159828244415,0,0
17,0,63,22.318083822047473,0,0
18,0,42,22.48081648639151,0,0
19,0,42,18.18068764245411,0,0
20,4,42,21.96268118115111,0,0
21,4,47,23.473841540669596,0,0
22,2,23,17.420448757048476,0,0
23,0,38,17.548369345097417,0,0
0,3,36,18.74834716505896,0,0
1,3,21,15.703233964930384,0,0
2,2,43,17.163477773488182,0,0
3,1,41,24.298219820032788,0,0
4,4,40,22.08911702399769,0,0
5,4,22,15.649733503967111,0,0
6,1,45,17.16431909914285,0,0
7,1,22,15.28454321125951,0,1
8,3,70,16.589902699234777,0,0
9,1,58,23.51371499330119,0,0
10,0,79,27.70040233725595,0,0
11,1,73,28.091316059064336,1,0
12,1,57,37.246307868687595,0,0
13,4,71,29.52962590951777,0,0
14,3,73,29.15321327474302,0,0
15,0,71,25.360246059896834,0,0
16,2,76,20.157816052099015,0,0
17,0,66,21.069058356956372,0,0
18,0,47,20.846366104028185,0,0
19,2,42,16.18493589085943,0,0
20,2,28,24.739497421427863,0,0
21,3,35,20.648747762331638,0,0
22,2,25,23.978559072055667,0,0
23,2,23,19.821630818560642,0,0
0,3,28,21.1863933805116,0,0
1,3,47,17.56635503307184,0,0
2,0,29,15.007572250154107,0,0
3,2,34,22.119466443086115,0,0
4,3,46,22.528895915718415,0,0
5,0,36,21.917287488270727,0,0
6,0,43,24.53458789789571,0,0
7,3,49,24.058379607776217,0,0
8,0,79,22.131735443348333,0,0
9,4,63,24.27366929770323,0,0
10,1,68,37.02634486297211,0,0
11,1,71,43.282831695567445,0,0
12,4,65,44.17689508842424,0,0
13,4,77,42.74736968383742,0,0
14,1,62,40.55294039779437,0,1
15,3,66,34.629181649169,0,0
16,2,70,16.46151658794059,0,0
17,4,59,15.054123615317332,0,0
18,2,42,21.35700357086786,1,1
19,1,49,22.62600031971251,0,0
20,4,24,24.809220868903463,0,0
21,2,42,17.267641390209704,0,0
22,0,30,16.181673885773293,0,0
23,2,28,24.31000820157159,0,0
0,1,27,15.102319807783177,0,0
1,0,30,17.042985923284974,0,0
2,2,37,15.635900011575101,0,0
3,3,31,15.596389658053102,0,0
4,3,26,15.445191140706665,0,0
5,0,45,20.443310329870133,0,0
6,0,39,19.69825455532425,0,0
7,0,46,22.324032082446056,0,0
8,4,75,24.3387772333702,0,0
9,4,61,20.012974131044242,0,0
10,2,50,40.18520014213209,0,0
11,0,66,38.858192372438786,0,0
12,3,66,33.19026589155027,0,0
13,0,55,33.75781794239199,0,0
14,1,67,37.470822221568255,0,0
15,3,54,26.99281016707991,0,0
16,3,79,19.09137106469111,0,0
17,4,73,18.570915666519127,0,0
18,0,35,20.463283045831272,0,0
19,3,26,19.48119857241285,0,0
20,4,31,23.32288506656464,0,0
21,3,25,16.620880788760545,0,0
22,3,30,15.455812179958045,0,0
23,2,40,19.464090491444345,0,0
0,2,40,17.47974400785111,0,0
1,0,36,18.618691563490522,0,0
2,0,27,22.507301903829664,0,0
3,4,35,15.693955886274146,0,0
4,1,22,16.40571332746969,0,0
5,0,31,17.28707882887758,0,0
6,0,36,21.194041901148474,0,0
7,3,22,23.288200787068423,0,0
8,2,74,18.023683890927014,0,0
9,1,66,17.94878413790625,1,0
10,4,59,36.967160357991794,0,0
11,3,59,42.27704534947764,0,0
12,2,71,27.016270001673423,0,0
13,2,79,30.88440823373796,0,0
14,2,61,40.29696283112879,0,0
15,3,57,30.570328728259835,0,0
16,4,51,16.765760413345326,0,0
17,1,66,19.488901954908055,0,0
18,0,22,15.497472677729816,0,0
19,2,49,24.08226782866214,0,0
20,4,48,16.813006922301387,0,0
21,3,46,15.812358802731705,0,0
22,0,30,15.144449995294295,1,0
23,4,44,16.54002603443299,0,0
0,0,27,24.152840777915156,0,0
1,4,38,18.207472758861233,0,0
2,3,34,16.3578604491353,0,0
3,2,34,18.248337767572515,0,0
4,2,33,22.13969322167448,0,0
5,1,29,17.834770044157832,0,0
6,2,34,20.197900533502573,0,0
7,0,36,19.678013655408,1,0
8,4,61,19.617173910181307,1,1
9,3,66,24.930241747326903,0,0
10,4,51,33.166495885071306,0,0
11,3,50,26.555015660871646,0,0
12,0,71,29.84112247144019,0,0
13,4,60,39.626043045257184,0,0
14,3,78,41.58211387558306,0,0
15,4,51,30.43249399694106,0,0
16,2,56,15.048990609578794,0,0
17,3,77,18.964882735933152,0,0
18,3,24,20.48559038230812,1,0
19,2,44,19.744391260656432,1,0
20,0,30,21.35775243697986,1,1
21,4,49,18.716373531469976,0,0
22,4,42,19.417248736799024,0,0
23,1,24,18.398741654536984,0,0
0,1,32,19.059125216042887,0,0
1,0,27,24.364373556544383,0,0
2,3,48,23.61341237395426,0,0
3,2,23,22.600400611382558,0,0
4,0,23,23.022294095719726,0,0
5,1,30,22.588422530733357,0,0
6,4,45,22.952626867609204,0,0
7,3,22,21.115607649786245,0,0
8,1,61,19.621020751057667,0,0
9,1,69,16.67975549261246,0,0
10,4,59,40.56281949243418,0,0
11,4,61,26.44683861672657,0,0
12,0,74,31.889939469697374,0,0
13,0,70,37.44810044395765,0,0
14,1,53,37.35479782056269,0,0
15,2,75,29.92497481928935,0,0
16,4,65,18.587637047573164,0,0
17,1,55,16.25874561884422,0,0
18,2,26,15.561789841720161,0,0
19,2,30,17.3356416541806,0,0
20,4,32,24.75751431061125,0,0
21,2,20,21.38663915737276,0,0
22,4,32,15.144657825457498,0,0
23,4,42,21.997846951547693,0,0
0,0,40,17.00501484824029,0,0
1,3,36,21.581177642528495,0,0
2,1,39,24.704020970276282,0,0
3,3,23,20.37162651451397,0,0
4,3,38,15.154752281337124,0,0
5,1,41,23.23976334085977,0,0
6,4,49,20.433637230428413,0,0
7,3,30,19.51565928191438,0,0
8,0,57,19.94728701847576,0,0
9,1,78,18.08896750862163,0,1
10,4,75,34.99494628235313,0,0
11,1,63,35.81277876986891,0,0
12,4,76,28.3708862383208,0,0
13,3,67,42.19255571265983,0,0
14,3,66,26.18940597063704,0,0
15,0,65,34.4455081771066,0,0
16,2,75,19.27398643469313,1,1
17,4,61,18.73114511103196,0,0
18,2,44,20.092134569609083,1,1
19,4,45,17.82336703710096,0,0
20,4,31,24.067589982270515,0,0
21,0,39,21.02876142825448,0,0
22,1,47,18.57704508666447,0,0
23,0,47,23.604710101016714,0,0
0,0,37,21.92763481108584,0,0
1,2,24,16.71864552920505,1,0
2,3,46,18.718177485089033,0,0
3,4,26,22.0482280787624,0,0
4,4,20,18.59985467752387,0,0
5,3,23,18.10088582166068,0,0
6,4,39,24.581621679364623,0,0
7,2,20,15.261756751382912,0,0
8,0,76,18.24301463304371,0,0
9,0,75,17.629414614149177,0,0
10,3,72,32.8509502829159,0,0
11,0,70,28.237359431871823,0,0
12,1,55,41.137792026160234,0,0
13,4,58,29.260454809885914,0,0
14,2,52,30.86028894293794,0,0
15,2,76,26.818633343745727,0,0
16,1,62,15.480032352340656,0,0
17,0,58,16.05986070220903,0,0
18,4,36,18.77099076233078,0,0
19,4,40,23.091161243956666,0,0
20,2,40,18.899581100233185,0,0
21,4,38,17.984669996281042,0,0
22,0,49,23.459369095170675,0,0
23,4,44,17.330095045595474,0,0
0,4,26,16.639562676220226,0,0
1,4,48,18.169956998796458,0,0
2,2,20,20.699094444121656,0,0
3,3,48,20.23747918508597,0,0
4,3,23,20.240749299947446,0,0
5,3,28,17.182381667148043,0,0
6,1,30,21.051397951066058,0,1
7,3,40,19.210969948284987,0,0
8,1,64,22.761907532018384,0,0
9,1,73,22.449541016556374,0,0
10,1,68,44.122981270988,0,0
11,0,79,32.824008602629846,0,0
12,2,67,42.75740204178351,0,0
13,4,66,27.843255908451702,0,0
14,4,77,30.629306554388613,0,0
15,0,74,41.78163672175181,0,0
16,0,57,15.646108168518406,0,0
17,3,70,21.662020639054514,0,0
18,4,31,20.510818382936193,0,0
19,4,35,20.62954611130386,0,0
20,3,27,20.242589918568633,0,0
21,1,27,15.547042424946104,0,0
22,3,28,21.321682685718812,0,0
23,3,26,23.604430147866125,0,0
0,3,46,20.835882180549945,0,0
1,1,34,19.595022814097213,0,0
2,1,44,23.04504745974326,1,0
3,4,45,19.51085112873568,0,0
4,1,49,24.046400780549764,0,0
5,4,23,23.30586257213936,0,0
6,1,36,17.133557098980727,0,0
7,0,45,21.62898954062856,1,0
8,4,67,24.392413704308378,0,0
9,1,66,17.45386415857353,0,0
10,3,59,36.34002062722199,0,0
11,1,70,35.497945701968234,0,0
12,3,53,38.61857722598431,0,0
13,1,68,38.85424576210932,0,0
14,0,77,30.92376782073422,1,0
15,1,67,43.95292069494584,0,0
16,2,52,21.189103076968976,0,0
17,2,68,19.518842855696093,0,0
18,1,31,15.157737895131703,0,0
19,0,30,17.19011530557268,0,0
20,1,41,19.206162328472328,0,0
21,1,42,19.64622049997664,0,0
22,4,33,21.87337466785295,0,0
23,1,38,22.034763308581145,0,0
0,2,41,23.413806509792707,0,0
1,3,22,21.363983294828557,0,0
2,0,27,24.069830660757237,0,0
3,0,36,15.44965432033986,0,0
4,1,32,17.285263946866813,0,0
5,4,24,22.58179170760376,0,0
6,0,28,18.25036019254371,1,0
7,1,44,16.96151043446087,0,0
8,1,59,23.26559469146904,0,0
9,0,63,19.41607668213214,0,0
10,3,75,29.10648832718209,0,0
11,1,79,27.854326814614275,0,0
12,4,76,39.220944529761944,0,1
13,4,74,34.53328049637423,0,0
14,4,65,40.72780831218606,0,0
15,1,50,25.327246479515388,0,0
16,0,79,24.20950216319366,0,0
17,2,51,21.310096070187974,0,0
18,0,20,18.78472818929788,0,0
19,2,30,22.76283549520344,0,0
20,4,27,15.349510121889002,0,0
21,0,32,19.216945179023558,0,0
22,2,26,22.476238882830756,1,0
23,1,48,19.033722568503062,0,0
0,0,43,20.011843354134,0,0
1,0,49,19.232776104379866,0,0
2,3,49,22.972882213072022,0,0
3,3,29,18.162447345448555,0,0
4,0,44,18.22455179799435,1,0
5,2,26,16.9677748930995,0,0
6,4,25,15.665701971013753,0,0
7,2,32,17.50031997843861,0,0
8,1,73,24.269298394791186,0,0
9,2,59,24.084001823284808,0,0
10,3,52,32.64069369759899,0,0
11,3,54,40.3161137845035,0,0
12,0,50,39.22264628198383,0,0
13,0,54,30.234383863143506,0,0
14,4,75,39.48167604179952,0,0
15,3,61,37.21996849098552,0,0
16,1,57,23.146314619780682,0,0
17,1,64,21.742310274685888,0,0
18,3,23,17.147534796998638,0,0
19,0,46,23.91734245431493,0,0
20,0,21,21.755852143605388,0,0
21,1,21,21.878377939886867,0,0
22,0,25,19.89630433924214,0,0
23,0,45,17.747892464548634,0,0
0,4,42,24.98272690422729,0,0
1,1,48,15.952885460248085,0,0
2,2,37,24.358679707886896,1,0
3,2,26,22.238715541478392,0,0
4,3,21,21.348173614958416,0,0
5,2,42,15.70406979506824,0,0
6,0,28,23.113673719783083,0,0
7,2,34,15.781631838125007,0,0
8,1,63,18.53908820270996,0,0
9,2,74,17.880160932134558,0,0
10,1,60,36.56929230540204,0,0
11,3,77,28.567579140425035,0,0
12,1,63,33.42709749697034,0,0
13,0,77,31.807609093196266,0,0
14,1,71,31.752127473792136,0,0
15,2,57,43.62061483235698,0,0
16,2,73,24.511256110846148,0,0
17,4,59,15.49206072085499,0,0
18,3,41,18.42792203817256,0,0
19,4,22,16.31493874248546,1,0
20,4,46,19.520244627784866,0,0
21,0,29,16.509172433937596,0,0
22,2,48,20.701420757718193,0,0
23,4,29,23.933587808365903,0,0
0,1,29,20.852353419513715,0,0
1,2,31,23.95590681142946,0,0
2,3,32,22.844966401723486,0,0
3,3,29,18.95039179940491,0,0
4,3,31,23.615090286548515,1,0
5,3,24,17.27153201163112,0,0
6,2,31,24.854953600396644,0,0
7,4,20,17.535684909987193,0,0
8,1,68,17.957939531151663,0,0
9,1,76,21.186349477167465,0,0
10,2,70,32.97652891782688,0,0
11,2,70,32.66599457331091,0,0
12,4,70,31.842750252135993,0,0
13,1,72,43.204824421374745,0,0
14,3,69,26.553841948909593,0,0
15,0,55,37.31974447130965,0,0
16,1,68,20.79483907875944,0,0
17,0,70,21.452163613024798,0,0
18,4,44,22.33017334864162,0,0
19,1,21,22.11577140280639,0,0
20,3,38,24.41158525107308,0,0
21,4,36,17.150593578986918,0,0
22,1,36,22.445400587928276,0,0
23,4,45,19.92073461421932,0,0
0,3,32,24.793900737465496,0,0
1,3,46,17.618091773744634,0,0
2,2,34,19.894615260391173,1,0
3,4,25,15.993361727273806,0,0
4,2,42,16.241799426424397,0,0
5,4,44,16.97556830575744,0,0
6,1,44,21.44085867207083,0,0
7,1,24,16.840043866331808,0,0
8,4,61,17.658892000625965,0,0
9,0,72,24.421599477235333,0,0
10,2,63,28.8314173852075,0,0
11,4,65,26.78948372155833,0,0
12,1,68,25.97065638328444,0,0
13,2,60,37.612613945721904,1,0
14,0,57,43.06669877578574,0,1
15,3,56,38.43235672170265,0,0
16,1,50,19.527173675648005,0,0
17,4,61,18.4272050166406,0,0
18,1,35,16.975239444931045,0,0
19,2,44,22.519532611014316,0,0
20,0,40,21.921082110419057,1,0
21,1,29,18.109980171893977,0,0
22,3,21,15.867292846272246,1,1
23,1,43,24.818332493449255,0,0
0,2,31,18.893585112580386,0,0
1,4,40,23.697499104547692,0,0
2,1,47,21.529085704310873,0,0
3,0,45,15.782609833599732,0,0
4,2,28,16.938099262509063,0,0
5,2,42,22.256987123359593,0,0
6,1,35,22.723387270663597,0,0
7,1,45,18.375572432403025,0,0
8,4,78,18.825404273517695,0,0
9,2,59,16.18951737952391,1,0
10,0,58,42.65279025818707,0,0
11,1,65,40.269966723693315,1,0
12,0,54,28.88156485749825,0,0
13,1,75,28.823979043112285,0,0
14,4,61,39.11505512783056,0,0
15,0,60,44.563343421358134,0,0
16,1,65,19.636524935150366,0,0
17,4,51,17.92164155242678,0,0
18,2,35,20.59370445875585,0,0
19,3,39,17.876248813475048,0,0
20,4,39,19.409289564124574,0,0
21,1,38,17.72941177299988,0,0
22,4,25,18.082397655230338,0,0
23,0,29,17.499403721502166,0,0
0,2,35,23.72121550385942,0,0
1,4,27,15.692361807159571,0,0
2,3,40,20.11606858536756,0,0
3,2,38,20.52280350624347,0,0
4,1,23,22.961292197400553,0,0
5,1,47,24.83842302739071,0,0
6,3,34,19.037861087452768,0,0
7,1,29,20.183316513518356,0,0
8,4,50,20.79850966173275,0,0
9,2,71,17.613062538814297,0,0
10,4,69,42.67630344431131,0,0
11,0,53,33.7705784612224,0,0
12,3,67,32.156458658770894,0,0
13,2,63,32.30849934474598,0,0
14,3,56,31.55513246307099,1,0
15,0,71,36.80119828253411,0,0
16,1,62,22.141930954225867,0,0
17,1,66,18.01427426523997,0,0
18,0,30,16.67346593752829,0,0
